Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HC,AC,HF,AF,HY,AY,HR,AR,Referee,PSCH,PSCD,PSCA,liga,temporada,xG_casa,xG_fora
SP1,2024-03-31,Celta,Vallecano,0,0,D,3.0,2.0,12.0,16.0,3.0,3.0,0.0,0.0,,1.92,3.56,4.42,La Liga,2324,0.838396,0.515128
SP1,2024-03-31,Girona,Betis,3,2,H,5.0,4.0,13.0,14.0,3.0,4.0,0.0,0.0,,1.73,4.07,4.84,La Liga,2324,2.43161,0.524961
SP1,2024-03-31,Alaves,Sociedad,0,1,A,3.0,8.0,10.0,15.0,2.0,2.0,0.0,0.0,,4.16,3.03,2.22,La Liga,2324,0.142958,1.29248
SP1,2024-03-31,Real Madrid,Ath Bilbao,2,0,H,4.0,7.0,9.0,13.0,2.0,1.0,0.0,0.0,,1.58,4.29,6.08,La Liga,2324,1.1877,0.304704
SP1,2024-04-01,Villarreal,Ath Madrid,1,2,A,3.0,3.0,14.0,22.0,3.0,3.0,0.0,0.0,,3.36,3.63,2.21,La Liga,2324,0.681964,1.2402
SP1,2024-04-04,Granada,Valencia,0,1,A,5.0,4.0,20.0,15.0,3.0,1.0,0.0,0.0,,3.13,3.15,2.52,La Liga,2324,0.729135,0.718558
SP1,2024-04-12,Betis,Celta,2,1,H,6.0,5.0,7.0,10.0,1.0,0.0,0.0,0.0,,1.88,3.65,4.47,La Liga,2324,1.22903,1.58129
SP1,2024-04-13,Ath Madrid,Girona,3,1,H,2.0,0.0,18.0,12.0,3.0,2.0,0.0,0.0,,1.9,3.9,4.06,La Liga,2324,2.58629,2.20992
SP1,2024-04-13,Vallecano,Getafe,0,0,D,3.0,0.0,17.0,19.0,4.0,6.0,0.0,0.0,,2.55,2.99,3.32,La Liga,2324,0.777828,0.25153
SP1,2024-04-13,Mallorca,Real Madrid,0,1,A,4.0,2.0,18.0,7.0,2.0,1.0,0.0,0.0,,5.2,3.56,1.79,La Liga,2324,0.592998,1.81161
SP1,2024-04-13,Cadiz,Barcelona,0,1,A,8.0,4.0,17.0,15.0,3.0,3.0,0.0,0.0,,3.76,3.44,2.12,La Liga,2324,0.79048,0.833415
SP1,2024-04-14,Las Palmas,Sevilla,0,2,A,6.0,2.0,8.0,13.0,3.0,3.0,1.0,0.0,,2.82,3.23,2.75,La Liga,2324,0.0909476,2.06406
SP1,2024-04-14,Granada,Alaves,2,0,H,1.0,5.0,16.0,11.0,3.0,2.0,0.0,0.0,,2.71,3.04,3.03,La Liga,2324,1.86823,0.279326
SP1,2024-04-14,Ath Bilbao,Villarreal,1,1,D,3.0,1.0,13.0,12.0,3.0,3.0,0.0,1.0,,1.62,4.27,5.58,La Liga,2324,0.823044,2.1913
SP1,2024-04-14,Sociedad,Almeria,2,2,D,5.0,1.0,16.0,8.0,2.0,2.0,1.0,0.0,,1.3,5.64,12.57,La Liga,2324,1.68743,1.77546
SP1,2024-04-15,Osasuna,Valencia,0,1,A,4.0,1.0,10.0,10.0,0.0,2.0,0.0,0.0,,2.44,3.04,3.46,La Liga,2324,2.26875,0.235711
SP1,2024-04-19,Ath Bilbao,Granada,1,1,D,11.0,4.0,11.0,15.0,4.0,2.0,0.0,0.0,,1.28,6.0,11.82,La Liga,2324,1.64137,0.150973
SP1,2024-04-20,Celta,Las Palmas,4,1,H,8.0,4.0,10.0,9.0,1.0,0.0,0.0,0.0,,1.69,3.93,5.42,La Liga,2324,3.58931,0.90843
SP1,2024-04-20,Vallecano,Osasuna,2,1,H,5.0,1.0,9.0,15.0,4.0,1.0,0.0,0.0,,2.13,3.07,4.27,La Liga,2324,0.560289,0.930714
SP1,2024-04-20,Valencia,Betis,1,2,A,7.0,6.0,18.0,10.0,2.0,3.0,0.0,0.0,,2.82,3.15,2.87,La Liga,2324,0.951475,1.82123
SP1,2024-04-20,Girona,Cadiz,4,1,H,2.0,4.0,11.0,14.0,1.0,2.0,0.0,0.0,,1.4,5.0,8.54,La Liga,2324,2.30941,1.82433
SP1,2024-04-21,Getafe,Sociedad,1,1,D,0.0,4.0,12.0,18.0,0.0,2.0,0.0,0.0,,3.91,3.08,2.24,La Liga,2324,1.19821,1.03517
SP1,2024-04-21,Almeria,Villarreal,1,2,A,5.0,2.0,10.0,16.0,3.0,4.0,1.0,0.0,,3.56,4.06,1.99,La Liga,2324,2.14538,1.60008
SP1,2024-04-21,Alaves,Ath Madrid,2,0,H,1.0,11.0,20.0,12.0,5.0,3.0,0.0,0.0,,5.39,3.45,1.8,La Liga,2324,0.521018,0.715212
SP1,2024-04-21,Real Madrid,Barcelona,3,2,H,2.0,8.0,11.0,12.0,3.0,2.0,0.0,0.0,,1.73,4.4,4.51,La Liga,2324,2.7698,1.34666
SP1,2024-04-22,Sevilla,Mallorca,2,1,H,4.0,4.0,10.0,8.0,0.0,2.0,0.0,0.0,,2.12,3.14,4.18,La Liga,2324,1.72842,0.879845
SP1,2024-04-26,Sociedad,Real Madrid,0,1,A,11.0,3.0,13.0,11.0,3.0,4.0,0.0,0.0,,2.37,3.21,3.4,La Liga,2324,0.380904,0.462672
SP1,2024-04-27,Las Palmas,Girona,0,2,A,4.0,2.0,12.0,10.0,1.0,3.0,0.0,0.0,,5.27,4.1,1.68,La Liga,2324,1.41676,2.0472
SP1,2024-04-27,Almeria,Getafe,1,3,A,9.0,2.0,15.0,31.0,5.0,4.0,1.0,0.0,,2.59,3.24,3.0,La Liga,2324,2.748,1.67485
SP1,2024-04-27,Alaves,Celta,3,0,H,8.0,3.0,10.0,9.0,3.0,3.0,0.0,0.0,,2.66,3.1,3.02,La Liga,2324,3.41094,0.188273
SP1,2024-04-27,Ath Madrid,Ath Bilbao,3,1,H,3.0,5.0,16.0,15.0,3.0,2.0,0.0,0.0,,1.97,3.49,4.25,La Liga,2324,0.62028,0.894572
SP1,2024-04-28,Cadiz,Mallorca,1,1,D,3.0,1.0,14.0,21.0,3.0,2.0,0.0,0.0,,2.86,2.78,3.14,La Liga,2324,0.441837,0.827497
SP1,2024-04-28,Granada,Osasuna,3,0,H,0.0,6.0,17.0,5.0,4.0,0.0,0.0,0.0,,2.39,3.12,3.46,La Liga,2324,2.31468,0.989028
SP1,2024-04-28,Villarreal,Vallecano,3,0,H,3.0,6.0,15.0,8.0,2.0,1.0,0.0,0.0,,1.79,3.79,4.82,La Liga,2324,1.98091,0.896929
SP1,2024-04-28,Betis,Sevilla,1,1,D,4.0,6.0,9.0,20.0,3.0,5.0,0.0,0.0,,1.98,3.51,4.19,La Liga,2324,2.39465,1.26484
SP1,2024-04-29,Barcelona,Valencia,4,2,H,15.0,1.0,12.0,5.0,1.0,0.0,0.0,1.0,,1.33,5.86,9.06,La Liga,2324,2.59636,1.49346
SP1,2024-05-03,Getafe,Ath Bilbao,0,2,A,10.0,6.0,6.0,9.0,0.0,2.0,0.0,2.0,,3.93,3.12,2.2,La Liga,2324,4.41644,0.925588
SP1,2024-05-04,Sociedad,Las Palmas,2,0,H,7.0,2.0,12.0,11.0,2.0,1.0,0.0,0.0,,1.35,5.09,10.7,La Liga,2324,0.899129,0.56693
SP1,2024-05-04,Real Madrid,Cadiz,3,0,H,7.0,4.0,6.0,12.0,0.0,1.0,0.0,0.0,,1.36,5.03,9.97,La Liga,2324,2.63447,0.998827
SP1,2024-05-04,Girona,Barcelona,4,2,H,5.0,4.0,11.0,8.0,0.0,3.0,0.0,0.0,,2.93,3.89,2.33,La Liga,2324,2.31519,2.6053
SP1,2024-05-04,Mallorca,Ath Madrid,0,1,A,6.0,2.0,12.0,7.0,2.0,0.0,0.0,0.0,,3.9,3.06,2.25,La Liga,2324,0.328479,0.874778
SP1,2024-05-05,Osasuna,Betis,0,2,A,8.0,5.0,13.0,13.0,2.0,2.0,1.0,0.0,,3.42,3.24,2.34,La Liga,2324,1.02463,1.44688
SP1,2024-05-05,Celta,Villarreal,3,2,H,2.0,1.0,11.0,5.0,4.0,0.0,0.0,1.0,,2.84,3.65,2.49,La Liga,2324,4.41257,0.544766
SP1,2024-05-05,Valencia,Alaves,0,1,A,5.0,7.0,9.0,17.0,1.0,3.0,0.0,0.0,,2.23,3.11,3.87,La Liga,2324,1.40821,1.16915
SP1,2024-05-05,Sevilla,Granada,3,0,H,5.0,4.0,15.0,13.0,2.0,2.0,0.0,0.0,,1.72,3.94,5.1,La Liga,2324,2.45224,0.227083
SP1,2024-05-05,Vallecano,Almeria,0,1,A,9.0,2.0,17.0,15.0,3.0,2.0,0.0,0.0,,1.67,3.97,5.6,La Liga,2324,2.09609,0.555982
SP1,2024-05-10,Alaves,Girona,2,2,D,5.0,3.0,13.0,6.0,3.0,2.0,0.0,0.0,,3.19,3.65,2.27,La Liga,2324,2.40148,1.53657
SP1,2024-05-11,Mallorca,Las Palmas,1,0,H,2.0,2.0,18.0,10.0,6.0,2.0,0.0,0.0,,1.64,3.53,7.2,La Liga,2324,0.45718,0.313172
SP1,2024-05-11,Villarreal,Sevilla,3,2,H,10.0,1.0,12.0,14.0,3.0,5.0,0.0,0.0,,2.02,3.88,3.64,La Liga,2324,3.10775,1.95835
SP1,2024-05-11,Granada,Real Madrid,0,4,A,8.0,5.0,11.0,10.0,2.0,0.0,0.0,0.0,,5.77,4.6,1.56,La Liga,2324,0.699759,2.7909
SP1,2024-05-11,Ath Bilbao,Osasuna,2,2,D,8.0,6.0,9.0,14.0,2.0,4.0,0.0,0.0,,1.41,4.57,9.39,La Liga,2324,2.17034,1.05326
SP1,2024-05-12,Cadiz,Getafe,1,0,H,6.0,2.0,23.0,16.0,5.0,2.0,0.0,0.0,,2.13,3.22,4.03,La Liga,2324,1.42818,0.310309
SP1,2024-05-12,Ath Madrid,Celta,1,0,H,4.0,7.0,7.0,9.0,1.0,1.0,0.0,0.0,,1.39,5.09,8.63,La Liga,2324,1.81009,0.370026
SP1,2024-05-12,Valencia,Vallecano,0,0,D,6.0,3.0,14.0,21.0,1.0,2.0,0.0,0.0,,2.28,3.11,3.73,La Liga,2324,1.1633,0.785651
SP1,2024-05-12,Betis,Almeria,3,2,H,3.0,5.0,9.0,10.0,0.0,2.0,0.0,0.0,,1.37,5.5,8.25,La Liga,2324,1.69343,1.08304
SP1,2024-05-13,Barcelona,Sociedad,2,0,H,6.0,2.0,12.0,14.0,2.0,3.0,0.0,0.0,,1.73,3.97,4.98,La Liga,2324,1.66029,0.799193
SP1,2024-05-14,Osasuna,Mallorca,1,1,D,2.0,4.0,12.0,11.0,0.0,1.0,0.0,0.0,,2.77,2.9,3.12,La Liga,2324,0.428998,0.919263
SP1,2024-05-14,Real Madrid,Alaves,5,0,H,4.0,1.0,6.0,12.0,1.0,1.0,0.0,0.0,,1.2,7.43,14.07,La Liga,2324,2.88216,1.50657
SP1,2024-05-14,Girona,Villarreal,0,1,A,5.0,1.0,3.0,14.0,1.0,5.0,0.0,1.0,,1.72,4.48,4.41,La Liga,2324,2.28453,0.776468
SP1,2024-05-15,Sevilla,Cadiz,0,1,A,1.0,9.0,13.0,11.0,6.0,2.0,0.0,0.0,,2.19,3.42,3.58,La Liga,2324,1.43788,2.85137
SP1,2024-05-15,Vallecano,Granada,2,1,H,6.0,6.0,12.0,17.0,4.0,3.0,1.0,0.0,,1.55,4.21,6.65,La Liga,2324,3.00296,0.933417
SP1,2024-05-15,Celta,Ath Bilbao,2,1,H,2.0,3.0,15.0,14.0,2.0,0.0,0.0,0.0,,2.3,3.24,3.53,La Liga,2324,0.758179,0.377111
SP1,2024-05-15,Getafe,Ath Madrid,0,3,A,6.0,3.0,17.0,7.0,4.0,3.0,0.0,0.0,,5.1,3.75,1.76,La Liga,2324,0.446969,1.67036
SP1,2024-05-16,Las Palmas,Betis,2,2,D,4.0,8.0,9.0,12.0,2.0,1.0,0.0,0.0,,3.24,3.24,2.44,La Liga,2324,2.61533,1.3277
SP1,2024-05-16,Almeria,Barcelona,0,2,A,4.0,7.0,9.0,11.0,0.0,1.0,0.0,0.0,,7.15,5.47,1.41,La Liga,2324,1.03949,2.13122
SP1,2024-05-16,Sociedad,Valencia,1,0,H,3.0,3.0,11.0,13.0,0.0,2.0,0.0,0.0,,1.47,4.29,8.43,La Liga,2324,1.13192,0.774644
SP1,2024-05-18,Alaves,Getafe,1,0,H,2.0,1.0,13.0,27.0,5.0,7.0,0.0,1.0,,1.99,3.39,4.31,La Liga,2324,1.57753,0.658124
SP1,2024-05-19,Ath Bilbao,Sevilla,2,0,H,8.0,3.0,12.0,5.0,1.0,1.0,0.0,0.0,,1.56,4.31,6.26,La Liga,2324,1.78593,1.29208
SP1,2024-05-19,Ath Madrid,Osasuna,1,4,A,7.0,5.0,12.0,9.0,2.0,2.0,0.0,0.0,,1.31,5.76,10.56,La Liga,2324,1.76117,1.88434
SP1,2024-05-19,Barcelona,Vallecano,3,0,H,7.0,5.0,10.0,7.0,4.0,2.0,0.0,0.0,,1.3,6.06,9.93,La Liga,2324,1.69959,1.68527
SP1,2024-05-19,Betis,Sociedad,0,2,A,6.0,2.0,12.0,18.0,3.0,4.0,0.0,0.0,,3.47,3.05,2.43,La Liga,2324,1.60754,0.792849
SP1,2024-05-19,Cadiz,Las Palmas,0,0,D,5.0,3.0,13.0,12.0,3.0,1.0,1.0,0.0,,1.93,3.43,4.57,La Liga,2324,1.36112,0.966249
SP1,2024-05-19,Granada,Celta,1,2,A,10.0,2.0,15.0,12.0,2.0,1.0,0.0,0.0,,4.03,3.32,2.09,La Liga,2324,1.75765,2.02078
SP1,2024-05-19,Mallorca,Almeria,2,2,D,12.0,2.0,9.0,9.0,2.0,3.0,0.0,0.0,,1.39,4.73,10.06,La Liga,2324,2.45608,0.238391
SP1,2024-05-19,Valencia,Girona,1,3,A,5.0,4.0,10.0,8.0,2.0,0.0,0.0,0.0,,3.98,3.76,1.95,La Liga,2324,3.35606,2.90299
SP1,2024-05-19,Villarreal,Real Madrid,4,4,D,3.0,3.0,15.0,12.0,3.0,2.0,0.0,0.0,,3.02,3.96,2.25,La Liga,2324,2.21178,1.59129
SP1,2024-05-24,Girona,Granada,7,0,H,4.0,2.0,6.0,13.0,3.0,5.0,0.0,1.0,,1.22,7.58,11.77,La Liga,2324,4.75092,0.987219
SP1,2024-05-25,Osasuna,Villarreal,1,1,D,6.0,4.0,13.0,6.0,4.0,3.0,0.0,0.0,,2.58,3.85,2.63,La Liga,2324,1.09355,0.835313
SP1,2024-05-25,Sociedad,Ath Madrid,0,2,A,8.0,4.0,19.0,15.0,3.0,5.0,0.0,1.0,,2.69,3.35,2.8,La Liga,2324,0.570544,2.19824
SP1,2024-05-25,Almeria,Cadiz,6,1,H,1.0,4.0,4.0,9.0,2.0,2.0,0.0,0.0,,2.22,3.75,3.21,La Liga,2324,3.23442,0.494605
SP1,2024-05-25,Vallecano,Ath Bilbao,0,1,A,8.0,2.0,6.0,13.0,1.0,1.0,0.0,0.0,,3.29,3.24,2.41,La Liga,2324,1.47462,0.930597
SP1,2024-05-25,Real Madrid,Betis,0,0,D,4.0,5.0,8.0,11.0,2.0,1.0,0.0,0.0,,1.2,8.04,12.13,La Liga,2324,1.24417,1.15552
SP1,2024-05-26,Getafe,Mallorca,1,2,A,3.0,4.0,12.0,10.0,0.0,2.0,0.0,0.0,,2.41,3.13,3.41,La Liga,2324,1.07908,1.34437
SP1,2024-05-26,Celta,Valencia,2,2,D,2.0,2.0,17.0,18.0,0.0,0.0,0.0,0.0,,1.91,3.78,4.15,La Liga,2324,1.50162,2.16042
SP1,2024-05-26,Las Palmas,Alaves,1,1,D,2.0,6.0,16.0,10.0,2.0,1.0,0.0,0.0,,2.38,3.5,3.12,La Liga,2324,1.15618,2.23542
SP1,2024-05-26,Sevilla,Barcelona,1,2,A,6.0,5.0,11.0,9.0,2.0,1.0,0.0,0.0,,4.73,4.39,1.69,La Liga,2324,1.96266,1.4772
SP1,2024-08-15,Ath Bilbao,Getafe,1,1,D,5.0,6.0,15.0,12.0,4.0,1.0,0.0,0.0,,1.61,3.71,7.18,La Liga,2425,0.290195,0.537517
SP1,2024-08-15,Betis,Girona,1,1,D,4.0,4.0,11.0,7.0,2.0,0.0,0.0,0.0,,2.35,3.43,3.21,La Liga,2425,1.80582,1.54726
SP1,2024-08-16,Celta,Alaves,2,1,H,3.0,3.0,8.0,23.0,3.0,2.0,0.0,0.0,,2.15,3.27,3.89,La Liga,2425,0.793797,1.9391
SP1,2024-08-16,Las Palmas,Sevilla,2,2,D,6.0,3.0,12.0,13.0,0.0,0.0,0.0,0.0,,2.65,3.25,2.93,La Liga,2425,1.3187,2.09987
SP1,2024-08-17,Osasuna,Leganes,1,1,D,6.0,4.0,14.0,12.0,3.0,2.0,0.0,0.0,,1.88,3.28,5.19,La Liga,2425,1.7631,1.33949
SP1,2024-08-17,Valencia,Barcelona,1,2,A,3.0,8.0,11.0,13.0,2.0,3.0,0.0,0.0,,4.26,3.72,1.9,La Liga,2425,1.55206,3.48824
SP1,2024-08-18,Sociedad,Vallecano,1,2,A,10.0,5.0,14.0,21.0,2.0,4.0,0.0,0.0,,1.79,3.36,5.68,La Liga,2425,1.56608,1.60148
SP1,2024-08-18,Mallorca,Real Madrid,1,1,D,8.0,7.0,11.0,6.0,1.0,0.0,0.0,1.0,,9.35,4.7,1.4,La Liga,2425,1.30561,0.608052
SP1,2024-08-19,Valladolid,Espanol,1,0,H,3.0,2.0,15.0,8.0,2.0,2.0,0.0,0.0,,2.33,2.96,3.83,La Liga,2425,1.17753,0.515586
SP1,2024-08-19,Villarreal,Ath Madrid,2,2,D,2.0,3.0,6.0,10.0,1.0,3.0,0.0,0.0,,3.52,3.57,2.16,La Liga,2425,0.68684,1.13868
SP1,2024-08-23,Celta,Valencia,3,1,H,4.0,7.0,9.0,11.0,3.0,0.0,0.0,0.0,,2.18,3.41,3.63,La Liga,2425,1.30571,1.1544
SP1,2024-08-23,Sevilla,Villarreal,1,2,A,7.0,2.0,15.0,7.0,3.0,5.0,0.0,0.0,,2.21,3.63,3.32,La Liga,2425,1.23826,1.39825
SP1,2024-08-24,Osasuna,Mallorca,1,0,H,5.0,4.0,10.0,8.0,2.0,1.0,0.0,0.0,,2.43,3.04,3.49,La Liga,2425,0.887678,0.427602
SP1,2024-08-24,Barcelona,Ath Bilbao,2,1,H,5.0,6.0,11.0,16.0,4.0,5.0,0.0,0.0,,1.6,4.38,5.6,La Liga,2425,2.41577,1.09985
SP1,2024-08-24,Espanol,Sociedad,0,1,A,7.0,4.0,14.0,18.0,2.0,2.0,0.0,0.0,,3.9,3.11,2.22,La Liga,2425,1.79566,0.796104
SP1,2024-08-24,Getafe,Vallecano,0,0,D,3.0,2.0,16.0,18.0,1.0,2.0,0.0,0.0,,2.74,2.77,3.32,La Liga,2425,0.512723,0.161076
SP1,2024-08-25,Real Madrid,Valladolid,3,0,H,5.0,5.0,10.0,15.0,1.0,1.0,0.0,0.0,,1.14,9.66,20.13,La Liga,2425,2.17954,0.378528
SP1,2024-08-25,Leganes,Las Palmas,2,1,H,3.0,7.0,11.0,10.0,1.0,1.0,0.0,0.0,,2.41,3.02,3.56,La Liga,2425,1.58998,1.23438
SP1,2024-08-25,Alaves,Betis,0,0,D,3.0,8.0,16.0,13.0,1.0,4.0,1.0,0.0,,2.51,2.97,3.42,La Liga,2425,0.172545,1.36012
SP1,2024-08-25,Ath Madrid,Girona,3,0,H,1.0,9.0,11.0,10.0,1.0,3.0,0.0,0.0,,1.5,4.62,6.79,La Liga,2425,1.42393,0.596524
SP1,2024-08-26,Villarreal,Celta,4,3,H,7.0,4.0,8.0,6.0,4.0,3.0,0.0,0.0,,1.68,4.18,5.07,La Liga,2425,4.3817,3.79183
SP1,2024-08-27,Mallorca,Sevilla,0,0,D,5.0,9.0,15.0,10.0,0.0,1.0,0.0,1.0,,2.37,3.2,3.41,La Liga,2425,0.940858,0.60976
SP1,2024-08-27,Vallecano,Barcelona,1,2,A,6.0,6.0,17.0,11.0,3.0,1.0,0.0,0.0,,5.29,3.99,1.69,La Liga,2425,0.392473,1.51872
SP1,2024-08-28,Ath Bilbao,Valencia,1,0,H,5.0,3.0,14.0,9.0,1.0,3.0,0.0,0.0,,1.75,3.72,5.23,La Liga,2425,1.51595,0.0996371
SP1,2024-08-28,Valladolid,Leganes,0,0,D,4.0,4.0,13.0,19.0,1.0,5.0,0.0,0.0,,2.22,3.03,4.07,La Liga,2425,0.773785,0.184577
SP1,2024-08-28,Ath Madrid,Espanol,0,0,D,9.0,3.0,6.0,9.0,0.0,2.0,0.0,0.0,,1.27,5.72,14.09,La Liga,2425,3.88587,0.855829
SP1,2024-08-28,Sociedad,Alaves,1,2,A,8.0,6.0,16.0,12.0,4.0,4.0,1.0,0.0,,1.64,3.75,6.47,La Liga,2425,0.951647,2.62561
SP1,2024-08-29,Girona,Osasuna,4,0,H,5.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,,1.68,4.01,5.41,La Liga,2425,2.6015,0.0199618
SP1,2024-08-29,Las Palmas,Real Madrid,1,1,D,2.0,6.0,16.0,13.0,0.0,2.0,0.0,0.0,,9.94,5.58,1.33,La Liga,2425,0.809213,3.28322
SP1,2024-08-31,Barcelona,Valladolid,7,0,H,10.0,1.0,6.0,12.0,0.0,3.0,0.0,0.0,,1.19,7.76,14.87,La Liga,2425,4.94022,0.422493
SP1,2024-08-31,Ath Bilbao,Ath Madrid,0,1,A,2.0,2.0,13.0,9.0,3.0,1.0,0.0,0.0,,2.82,3.24,2.75,La Liga,2425,0.252231,1.58613
SP1,2024-08-31,Espanol,Vallecano,2,1,H,3.0,7.0,14.0,16.0,3.0,2.0,0.0,0.0,,2.89,2.9,2.97,La Liga,2425,1.84679,1.0088
SP1,2024-08-31,Leganes,Mallorca,0,1,A,1.0,3.0,11.0,17.0,1.0,3.0,0.0,0.0,,2.85,2.76,3.19,La Liga,2425,0.52078,1.48758
SP1,2024-08-31,Valencia,Villarreal,1,1,D,14.0,3.0,15.0,11.0,3.0,5.0,0.0,1.0,,2.67,3.18,2.95,La Liga,2425,1.14322,0.885369
SP1,2024-09-01,Alaves,Las Palmas,2,0,H,6.0,5.0,13.0,9.0,3.0,0.0,0.0,0.0,,1.74,3.64,5.6,La Liga,2425,2.01026,0.547308
SP1,2024-09-01,Osasuna,Celta,3,2,H,6.0,3.0,19.0,10.0,2.0,0.0,0.0,1.0,,2.49,3.3,3.09,La Liga,2425,0.779621,1.72329
SP1,2024-09-01,Sevilla,Girona,0,2,A,7.0,5.0,6.0,14.0,3.0,2.0,0.0,0.0,,2.98,3.64,2.39,La Liga,2425,0.812687,2.36355
SP1,2024-09-01,Getafe,Sociedad,0,0,D,4.0,1.0,14.0,16.0,1.0,1.0,0.0,0.0,,3.19,2.74,2.86,La Liga,2425,0.547095,0.0209183
SP1,2024-09-01,Real Madrid,Betis,2,0,H,7.0,3.0,8.0,16.0,2.0,0.0,0.0,0.0,,1.26,6.16,11.96,La Liga,2425,2.37168,0.831429
SP1,2024-09-13,Betis,Leganes,2,0,H,11.0,1.0,11.0,18.0,1.0,2.0,0.0,0.0,,1.68,3.59,6.19,La Liga,2425,1.72201,0.107021
SP1,2024-09-14,Mallorca,Villarreal,1,2,A,7.0,6.0,11.0,10.0,3.0,3.0,1.0,0.0,,2.42,3.23,3.3,La Liga,2425,0.345425,2.41884
SP1,2024-09-14,Espanol,Alaves,3,2,H,0.0,5.0,17.0,14.0,2.0,3.0,0.0,0.0,,3.01,3.02,2.75,La Liga,2425,1.95102,2.3693
SP1,2024-09-14,Sevilla,Getafe,1,0,H,3.0,4.0,19.0,15.0,3.0,4.0,1.0,0.0,,2.3,3.07,3.75,La Liga,2425,1.64801,0.971555
SP1,2024-09-14,Sociedad,Real Madrid,0,2,A,6.0,6.0,12.0,9.0,4.0,1.0,0.0,0.0,,5.03,3.77,1.77,La Liga,2425,1.41828,2.2759
SP1,2024-09-15,Celta,Valladolid,3,1,H,5.0,3.0,14.0,15.0,3.0,5.0,0.0,1.0,,1.65,4.03,5.7,La Liga,2425,1.99273,0.382657
SP1,2024-09-15,Girona,Barcelona,1,4,A,1.0,6.0,13.0,4.0,3.0,2.0,0.0,1.0,,4.4,4.23,1.76,La Liga,2425,1.09568,2.5936
SP1,2024-09-15,Las Palmas,Ath Bilbao,2,3,A,9.0,3.0,8.0,12.0,1.0,2.0,0.0,1.0,,3.89,3.4,2.1,La Liga,2425,1.5194,1.80432
SP1,2024-09-15,Ath Madrid,Valencia,3,0,H,7.0,3.0,10.0,8.0,1.0,2.0,0.0,0.0,,1.39,4.87,9.17,La Liga,2425,3.22965,0.18311
SP1,2024-09-16,Vallecano,Osasuna,3,1,H,7.0,4.0,12.0,15.0,3.0,2.0,0.0,0.0,,2.16,3.12,4.1,La Liga,2425,1.48433,0.530311
SP1,2024-09-17,Mallorca,Sociedad,1,0,H,5.0,5.0,5.0,10.0,1.0,1.0,0.0,0.0,,3.08,2.67,3.06,La Liga,2425,1.56932,0.499139
SP1,2024-09-18,Betis,Getafe,2,1,H,8.0,4.0,10.0,20.0,3.0,5.0,0.0,0.0,,1.93,3.14,5.2,La Liga,2425,3.06176,0.864309
SP1,2024-09-19,Leganes,Ath Bilbao,0,2,A,4.0,7.0,12.0,11.0,3.0,0.0,0.0,0.0,,4.2,3.0,2.19,La Liga,2425,0.666594,1.32325
SP1,2024-09-20,Alaves,Sevilla,2,1,H,3.0,5.0,11.0,16.0,1.0,4.0,0.0,0.0,,2.19,3.31,3.72,La Liga,2425,1.40641,0.623937
SP1,2024-09-21,Valladolid,Sociedad,0,0,D,5.0,7.0,15.0,12.0,4.0,4.0,0.0,0.0,,4.04,3.06,2.2,La Liga,2425,0.952589,1.3906
SP1,2024-09-21,Osasuna,Las Palmas,2,1,H,2.0,4.0,14.0,11.0,2.0,5.0,0.0,0.0,,1.85,3.64,4.68,La Liga,2425,1.97167,1.28282
SP1,2024-09-21,Valencia,Girona,2,0,H,5.0,4.0,13.0,10.0,3.0,2.0,0.0,0.0,,2.54,3.16,3.15,La Liga,2425,0.350785,0.387698
SP1,2024-09-21,Real Madrid,Espanol,4,1,H,9.0,4.0,7.0,5.0,4.0,3.0,0.0,0.0,,1.13,9.75,21.31,La Liga,2425,4.89487,0.318831
SP1,2024-09-22,Getafe,Leganes,1,1,D,6.0,2.0,16.0,17.0,3.0,2.0,0.0,0.0,,2.06,2.82,5.27,La Liga,2425,1.24276,0.783211
SP1,2024-09-22,Ath Bilbao,Celta,3,1,H,3.0,6.0,16.0,11.0,3.0,2.0,0.0,0.0,,1.83,3.66,4.82,La Liga,2425,0.864304,1.21547
SP1,2024-09-22,Villarreal,Barcelona,1,5,A,7.0,3.0,12.0,12.0,6.0,1.0,0.0,0.0,,3.87,4.15,1.88,La Liga,2425,2.39605,4.1937
SP1,2024-09-22,Vallecano,Ath Madrid,1,1,D,3.0,4.0,9.0,12.0,0.0,0.0,0.0,0.0,,5.9,3.54,1.73,La Liga,2425,1.68952,0.554066
SP1,2024-09-23,Betis,Mallorca,1,2,A,6.0,3.0,12.0,12.0,3.0,2.0,0.0,0.0,,1.88,3.17,5.5,La Liga,2425,1.37084,1.4369
SP1,2024-09-24,Sevilla,Valladolid,2,1,H,6.0,4.0,14.0,12.0,5.0,4.0,1.0,0.0,,1.61,4.01,6.2,La Liga,2425,1.67099,0.411515
SP1,2024-09-24,Valencia,Osasuna,0,0,D,10.0,5.0,6.0,11.0,2.0,3.0,0.0,0.0,,2.0,3.21,4.61,La Liga,2425,1.17527,0.377552
SP1,2024-09-24,Real Madrid,Alaves,3,2,H,4.0,4.0,7.0,10.0,4.0,0.0,0.0,0.0,,1.16,8.11,21.11,La Liga,2425,1.79791,0.853455
