Date,liga,HomeTeam,AwayTeam,total_real,data_corte_modelo,prob_over_9.5,over_real_9.5,prob_over_10.5,over_real_10.5
2023-12-19,La Liga,Ath Madrid,Getafe,13.0,2023-11-24,0.3549680074786119,1.0,0.25822422024388764,1.0
2023-12-20,La Liga,Ath Bilbao,Las Palmas,7.0,2023-11-24,0.6387278775951106,0.0,0.5387824716093982,0.0
2023-12-20,La Liga,Villarreal,Celta,11.0,2023-11-24,0.5090847709392121,1.0,0.402168695979257,1.0
2023-12-20,La Liga,Barcelona,Almeria,12.0,2023-11-24,0.6209285744083758,1.0,0.5204300032150273,1.0
2023-12-21,La Liga,Cadiz,Sociedad,12.0,2023-11-24,0.3337793836333178,1.0,0.2387517564910534,1.0
2023-12-21,La Liga,Alaves,Real Madrid,6.0,2023-11-24,0.41692075713026533,0.0,0.3139762099158989,0.0
2023-12-21,La Liga,Betis,Girona,13.0,2023-11-24,0.455985878580721,1.0,0.35044121580109033,1.0
2023-12-21,La Liga,Mallorca,Osasuna,6.0,2023-11-24,0.34529268542891717,0.0,0.24895310856479486,0.0
2023-12-23,La Liga,Ath Madrid,Sevilla,11.0,2023-11-24,0.45959012547709344,1.0,0.35384397417260144,1.0
2024-01-02,La Liga,Sociedad,Alaves,10.0,2024-01-02,0.34096874856311454,1.0,0.24666392081439778,0.0
2024-01-02,La Liga,Valencia,Villarreal,7.0,2024-01-02,0.5405336442663337,0.0,0.43475504061796744,0.0
2024-01-02,La Liga,Getafe,Vallecano,5.0,2024-01-02,0.3236525645717228,0.0,0.2308567903470528,0.0
2024-01-03,La Liga,Real Madrid,Mallorca,9.0,2024-01-02,0.47318861939930323,0.0,0.3702339254945228,0.0
2024-01-03,La Liga,Girona,Ath Madrid,15.0,2024-01-02,0.4281470110018398,1.0,0.3251280846364649,1.0
2024-01-03,La Liga,Granada,Cadiz,11.0,2024-01-02,0.3584856643087758,1.0,0.2616279303885051,1.0
2024-01-03,La Liga,Celta,Betis,15.0,2024-01-02,0.5393962790476565,1.0,0.43416715798736827,1.0
2024-01-04,La Liga,Sevilla,Ath Bilbao,9.0,2024-01-02,0.48831051049775287,0.0,0.3826322352056296,0.0
2024-01-04,La Liga,Las Palmas,Barcelona,15.0,2024-01-02,0.5080850251398012,1.0,0.4037708942029002,1.0
2024-01-04,La Liga,Osasuna,Almeria,9.0,2024-01-02,0.49767610355282565,0.0,0.3923433743666404,0.0
2024-01-12,La Liga,Sevilla,Alaves,9.0,2024-01-02,0.4336326024543699,0.0,0.33113683020500445,0.0
2024-01-13,La Liga,Las Palmas,Villarreal,10.0,2024-01-02,0.5689063595570146,1.0,0.4636827561428102,0.0
2024-01-13,La Liga,Mallorca,Celta,11.0,2024-01-02,0.3675830728582145,1.0,0.2695314451110122,1.0
2024-01-13,La Liga,Ath Bilbao,Sociedad,10.0,2024-01-02,0.4326684910235294,1.0,0.33022003096117825,0.0
2024-01-13,La Liga,Betis,Granada,14.0,2024-01-02,0.4625842097832412,1.0,0.3581199357149427,1.0
2024-01-14,La Liga,Almeria,Girona,7.0,2024-01-02,0.4645034296113557,0.0,0.359586701824907,0.0
2024-01-14,La Liga,Cadiz,Valencia,4.0,2024-01-02,0.44195054607632744,0.0,0.3380618813769772,0.0
2024-01-19,La Liga,Alaves,Cadiz,8.0,2024-01-02,0.3793659933811403,0.0,0.28049416227467877,0.0
2024-01-20,La Liga,Vallecano,Las Palmas,12.0,2024-01-02,0.5619319097366228,1.0,0.4577284632398341,1.0
2024-01-20,La Liga,Villarreal,Mallorca,10.0,2024-01-02,0.47043728401976487,1.0,0.36590966522506563,0.0
2024-01-20,La Liga,Valencia,Ath Bilbao,6.0,2024-01-02,0.5026650388517816,0.0,0.3968496800056437,0.0
2024-01-20,La Liga,Celta,Sociedad,9.0,2024-01-02,0.35958663920572603,0.0,0.26254515337884526,0.0
2024-01-21,La Liga,Girona,Sevilla,9.0,2024-01-02,0.3902935588665501,0.0,0.2900588397611134,0.0
2024-01-21,La Liga,Betis,Barcelona,7.0,2024-01-02,0.4935624130836367,0.0,0.38842874436535474,0.0
2024-01-21,La Liga,Real Madrid,Almeria,9.0,2024-01-02,0.6447097090727778,0.0,0.5466580052241967,0.0
